Timestamp,Utility_Status,Temperature_C,Voltage_V,Frequency_Hz,Switching_Time_s,Maintenance_Needed
2024-03-01 00:00:00,1,29.917711868943183,226.69926619147435,50.11607829781936,0.0,0
2024-03-01 00:05:00,1,29.81797592804423,222.91328012070173,49.98063917355285,0.0,0
2024-03-01 00:10:00,1,29.753684930907937,237.88974508671868,49.92504126581306,0.0,0
2024-03-01 00:15:00,1,29.697402932436844,231.4564937871415,50.023157335031364,0.0,0
2024-03-01 00:20:00,1,29.794650588472955,222.16969469969433,50.013341382245535,0.0,0
2024-03-01 00:25:00,1,29.80984076811339,224.5690430953982,49.90013065780654,0.0,0
2024-03-01 00:30:00,1,29.770397174130903,236.80333355348287,49.98298398347454,0.0,0
2024-03-01 00:35:00,1,29.696626083049896,220.9579387310479,50.10256862128471,0.0,0
2024-03-01 00:40:00,1,29.64117380595417,233.74604701227324,50.00660364468537,0.0,0
2024-03-01 00:45:00,1,29.655127933807993,229.52551524465002,49.883225854096175,0.0,0
2024-03-01 00:50:00,1,29.697095654186707,231.0893458459442,49.94165794073832,0.0,0
2024-03-01 00:55:00,1,29.692614490130392,231.05467952037571,50.03788274541367,0.0,0
2024-03-01 01:00:00,1,29.68407082497174,228.09503067993268,50.019395507045736,0.0,0
2024-03-01 01:05:00,1,29.662197534677627,224.6172725811976,49.985510332597364,0.0,0
2024-03-01 01:10:00,1,29.574777357285637,237.1432935732023,49.91308762736207,0.0,0
2024-03-01 01:15:00,1,29.58371638156465,224.1608204129476,50.07038293320132,0.0,0
2024-03-01 01:20:00,1,29.517995201007064,230.5688033149867,49.82760077770828,0.0,0
2024-03-01 01:25:00,1,29.49468170968381,220.83422278879402,49.8147255438333,0.0,0
2024-03-01 01:30:00,1,29.404649265200863,223.26975146395318,49.91894528007831,0.0,0
2024-03-01 01:35:00,1,29.38308923550402,234.49026364768542,49.98166203595459,0.0,0
2024-03-01 01:40:00,1,29.360072794228042,231.56345090117225,49.797676402137284,0.0,0
2024-03-01 01:45:00,1,29.350442775271237,229.40195890386377,49.91766683571497,0.0,0
2024-03-01 01:50:00,1,29.322161129701314,226.65026093950698,49.77744559691212,0.0,0
2024-03-01 01:55:00,1,29.411629591349175,223.16733049801573,49.96965443290157,0.0,0
2024-03-01 02:00:00,1,29.403938859222084,236.75493728261122,50.11903502376379,0.0,0
2024-03-01 02:05:00,1,29.340135181972776,220.5244927123426,49.85643838346197,0.0,0
2024-03-01 02:10:00,1,29.388055829461845,237.31133890690768,50.096838147801115,0.0,0
2024-03-01 02:15:00,1,29.482477560485343,228.67698285133216,49.852473572700944,0.0,0
2024-03-01 02:20:00,1,29.535208012158456,233.67115333734932,50.04769451380146,0.0,0
2024-03-01 02:25:00,1,29.551599268499086,228.73944080447535,50.096856673166506,0.0,0
2024-03-01 02:30:00,1,29.60070753450903,221.9091281856077,50.011300137980335,0.0,0
2024-03-01 02:35:00,1,29.60647449741759,229.045645524297,49.99325531616463,0.0,0
2024-03-01 02:40:00,1,29.508103961752475,234.56701424890684,49.87135935981624,0.0,0
2024-03-01 02:45:00,1,29.528766157605872,230.08374690708382,49.9737252841679,0.0,0
2024-03-01 02:50:00,1,29.60113941181775,222.83031553072084,49.88559339834454,0.0,0
2024-03-01 02:55:00,1,29.60646600131068,235.09431487349923,50.0462980666347,0.0,0
2024-03-01 03:00:00,1,29.50986716023542,232.52968096455515,50.11930299486732,0.0,0
2024-03-01 03:05:00,1,29.476364343596384,229.64044353426954,50.03856081391981,0.0,0
2024-03-01 03:10:00,1,29.413116846988096,234.37420969105128,49.95678814669935,0.0,0
2024-03-01 03:15:00,1,29.455559075514714,222.24016384266795,50.093009232108564,0.0,0
2024-03-01 03:20:00,1,29.376301590678978,236.47822927560077,49.849226103835875,0.0,0
2024-03-01 03:25:00,1,29.37338710450593,220.10731755085908,49.99465778600245,0.0,0
2024-03-01 03:30:00,1,29.414294934388106,237.68662453146342,50.07855718521102,0.0,0
2024-03-01 03:35:00,1,29.409725513222394,235.33939595706443,50.17986228419779,0.0,0
2024-03-01 03:40:00,1,29.34381918842693,224.22870767282333,50.03224195592042,0.0,0
2024-03-01 03:45:00,1,29.293211135547637,221.44803954434465,50.03683215383532,0.0,0
2024-03-01 03:50:00,1,29.36330750376241,223.34355813178306,49.970094689940446,0.0,0
2024-03-01 03:55:00,1,29.303948075154487,221.96796253195527,50.1637949611068,0.0,0
2024-03-01 04:00:00,1,29.351449519462022,237.82114851623652,49.88938338034023,0.0,0
2024-03-01 04:05:00,1,29.433684998358608,234.0685732715322,49.876291333205955,0.0,0
2024-03-01 04:10:00,1,29.461924931022047,229.66142868602833,49.93015904341397,0.0,0
2024-03-01 04:15:00,1,29.43906311291851,229.96210787294646,50.14007163653121,0.0,0
2024-03-01 04:20:00,1,29.466648031822075,224.8034278144345,50.219950845581245,0.0,0
2024-03-01 04:25:00,1,29.508797223149884,227.36683343286208,49.85584440001947,0.0,0
2024-03-01 04:30:00,1,29.60089104336885,230.63505729321713,49.81738445473286,0.0,0
2024-03-01 04:35:00,1,29.67569651354095,236.60607303762998,49.95681921955585,0.0,0
2024-03-01 04:40:00,1,29.64080248225242,224.2648757819686,50.13230322143912,0.0,0
2024-03-01 04:45:00,1,29.704818764101006,232.20083012555514,49.917160925449636,0.0,0
2024-03-01 04:50:00,1,29.67261979001993,221.65544574284445,50.13164903807116,0.0,0
2024-03-01 04:55:00,1,29.72860390506565,238.18569070763584,49.974283079441484,0.0,0
2024-03-01 05:00:00,1,29.773763543254546,227.0194476441267,50.07048747846329,0.0,0
2024-03-01 05:05:00,1,29.73869065939906,231.71169231630765,49.98536230725353,0.0,0
2024-03-01 05:10:00,1,29.78003178524149,231.38478028637797,49.95266301646815,0.0,0
2024-03-01 05:15:00,1,29.807725981823907,238.00088368080065,49.86215454861553,0.0,0
2024-03-01 05:20:00,1,29.72772858804785,226.98274073878088,50.01568614844876,0.0,0
2024-03-01 05:25:00,1,29.741128148391148,236.0769387170536,50.054129897581916,0.0,0
2024-03-01 05:30:00,1,29.81225867990539,225.74141095616216,49.878972791864875,0.0,0
2024-03-01 05:35:00,1,29.798596053744543,225.7232792418893,49.973632486206064,0.0,0
2024-03-01 05:40:00,1,29.769020582246725,231.2859143710155,50.00331996745286,0.0,0
2024-03-01 05:45:00,1,29.71569178963012,238.6496635455529,50.042842484176944,0.0,0
2024-03-01 05:50:00,1,29.7494878130859,233.92102540193738,49.9907336234606,0.0,0
2024-03-01 05:55:00,1,29.660835677662842,236.91995725751033,50.066155335303726,0.0,0
2024-03-01 06:00:00,1,29.60618126360445,235.89210335464776,50.167538485017076,0.0,0
2024-03-01 06:05:00,1,29.583956787976092,238.51187141641427,50.03920232689221,0.0,0
2024-03-01 06:10:00,1,29.513976580356847,239.9717185971091,49.81380483775519,0.0,0
2024-03-01 06:15:00,1,29.45791723899389,226.4303402506412,50.06478581112337,0.0,0
2024-03-01 06:20:00,1,29.45571159270049,235.0494485369817,49.9680107933754,0.0,0
2024-03-01 06:25:00,1,29.49653951601208,231.4928851103551,50.03103400323954,0.0,0
2024-03-01 06:30:00,1,29.44256552093854,228.3840249946797,49.858857074813635,0.0,0
2024-03-01 06:35:00,1,29.368950271549544,231.34803482614566,50.13751190345647,0.0,0
2024-03-01 06:40:00,1,29.457426546621225,236.50265840487648,49.99957921916923,0.0,0
2024-03-01 06:45:00,1,29.475258992459523,220.70801785280082,49.82711472567876,0.0,0
2024-03-01 06:50:00,1,29.394768023805813,224.6050636916288,50.07350942637143,0.0,0
2024-03-01 06:55:00,1,29.440507927681068,225.096021343714,49.84785089034616,0.0,0
2024-03-01 07:00:00,1,29.412098303116956,226.77649863465916,50.120637487877055,0.0,0
2024-03-01 07:05:00,1,29.31662501368212,237.6005681939849,49.9250669821554,0.0,0
2024-03-01 07:10:00,1,29.29654527554698,234.41030090066477,50.00346484770972,0.0,0
2024-03-01 07:15:00,1,29.283417210012498,235.07091486137833,49.90622671703223,0.0,0
2024-03-01 07:20:00,1,29.23798667939806,234.20952559883244,49.94115843028369,0.0,0
2024-03-01 07:25:00,1,29.27188090943112,229.07278335445335,50.08143779780006,0.0,0
2024-03-01 07:30:00,1,29.327928090395975,229.55579252619825,49.95804151167772,0.0,0
2024-03-01 07:35:00,1,29.310550509448507,228.8706149582242,50.01573706347557,0.0,0
2024-03-01 07:40:00,1,29.211244520311183,232.49522267636078,50.21437228962318,0.0,0
2024-03-01 07:45:00,1,29.13498763288327,228.03603613254884,49.920846808697675,0.0,0
2024-03-01 07:50:00,1,29.123142403699855,227.42630009954237,50.02985965461026,0.0,0
2024-03-01 07:55:00,1,29.1837988634789,233.73103160198536,49.912553654544396,0.0,0
2024-03-01 08:00:00,1,29.092649770958005,227.048567383234,49.96210009504358,0.0,0
2024-03-01 08:05:00,1,29.137131401692848,225.17604548130757,50.093729501746516,0.0,0
2024-03-01 08:10:00,1,29.158654030101676,222.2800156647549,49.894230974050664,0.0,0
2024-03-01 08:15:00,1,29.220584152050215,237.34032278920193,50.05506722622507,0.0,0
2024-03-01 08:20:00,1,29.14243605613999,231.11492584346732,50.02223659549993,0.0,0
2024-03-01 08:25:00,1,29.052266975580338,235.40419054838793,50.048451817095675,0.0,0
2024-03-01 08:30:00,1,29.09867086368331,237.15522063285644,49.94223090354624,0.0,0
2024-03-01 08:35:00,1,29.127828760382968,236.72458295439571,50.06431525095842,0.0,0
2024-03-01 08:40:00,1,29.102662999718582,239.75937992098824,50.10723287017677,0.0,0
2024-03-01 08:45:00,1,29.08109700776945,232.11440827735387,50.043203890474985,0.0,0
2024-03-01 08:50:00,1,29.018475557039768,232.25601625518794,50.02660304508544,0.0,0
2024-03-01 08:55:00,1,28.924877522468634,223.3184635904431,49.951084675029485,0.0,0
2024-03-01 09:00:00,1,28.840397281017417,220.70669391250868,49.90537695827494,0.0,0
2024-03-01 09:05:00,1,28.76651471081753,239.81349363105255,50.070110817053134,0.0,0
2024-03-01 09:10:00,1,28.830962604289613,226.7929992889086,49.89505920442786,0.0,0
